City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Mandalgovi,MN,45.7625,106.2708,48.34,29,0,13.51,clear sky
350,Te Anau,NZ,-45.4167,167.7167,48.63,41,0,1.59,clear sky
351,Zhangye,CN,38.9342,100.4517,65.84,33,93,3.65,overcast clouds
352,Mujiayingzi,CN,42.1167,118.7833,63.25,64,0,3.58,clear sky
353,Dhidhdhoo,MV,6.8833,73.1,77.68,82,100,28.01,overcast clouds
354,Bilibino,RU,68.0546,166.4372,30.51,97,100,16.87,snow
355,Sola,VU,-13.8833,167.55,79.0,78,42,15.99,scattered clouds
356,Lufilufi,WS,-13.8745,-171.5986,89.38,71,30,6.2,scattered clouds
357,Maracaibo,VE,10.6317,-71.6406,82.29,79,97,9.42,overcast clouds
358,Cockburn Town,TC,21.4612,-71.1419,83.28,74,12,11.05,few clouds
359,Marsa,MT,35.8792,14.4953,75.27,83,0,3.44,clear sky
360,Margate,GB,51.3813,1.3862,64.11,98,67,12.08,broken clouds
361,Berlevag,NO,70.8578,29.0864,48.36,85,100,14.85,overcast clouds
362,Ailigandi,PA,9.2333,-78.0167,81.03,88,100,5.5,overcast clouds
363,San Francisco,US,37.7749,-122.4194,70.93,77,20,3.0,smoke
364,Acajutla,SV,13.5928,-89.8275,81.05,82,99,2.71,light rain
365,Bayir,TR,37.2687,28.2167,52.32,45,78,3.6,broken clouds
366,Tahta,EG,26.7693,31.5021,74.84,39,11,7.09,few clouds
367,Saint Anthony,US,45.0205,-93.218,73.15,73,1,1.01,clear sky
368,Latina,IT,41.45,13.1,75.07,92,8,3.0,clear sky
369,Winchester,GB,51.0651,-1.3187,64.49,89,75,17.27,light intensity drizzle
370,Praia,CV,14.9215,-23.5087,77.54,88,20,9.22,few clouds
371,Corning,US,42.1428,-77.0547,60.76,79,75,0.0,broken clouds
372,Kavieng,PG,-2.5744,150.7967,83.86,72,39,8.99,scattered clouds
373,Souillac,MU,-20.5167,57.5167,68.38,94,75,18.41,light intensity shower rain
374,Kendari,ID,-3.945,122.4989,82.96,68,100,2.37,overcast clouds
375,San Juan,AR,-31.5375,-68.5364,63.37,25,0,7.49,clear sky
376,Boke,GN,10.9409,-14.2967,75.74,96,100,1.19,overcast clouds
377,Araouane,ML,18.9048,-3.5265,91.35,8,1,8.08,clear sky
378,Zonguldak,TR,41.25,31.8333,49.84,79,0,3.29,clear sky
379,Mokhsogollokh,RU,61.4681,128.9203,40.28,67,100,11.56,overcast clouds
380,Pundaguitan,PH,6.3711,126.1689,83.12,75,86,5.44,overcast clouds
381,North Las Vegas,US,36.1989,-115.1175,94.42,25,1,11.5,clear sky
382,Kardailovo,RU,51.5386,53.9042,52.66,76,100,3.94,overcast clouds
383,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.85,89,43,10.02,scattered clouds
384,Aktau,KZ,43.65,51.2,66.78,69,69,23.94,broken clouds
385,Cacheu,GW,12.2706,-16.1658,80.69,88,100,3.76,overcast clouds
386,Trinidad,BO,-14.8333,-64.9,86.59,34,2,3.6,clear sky
387,Gazli,UZ,40.1333,63.45,57.4,67,0,11.18,clear sky
388,Lodja,CD,-3.4833,23.4333,67.66,95,100,1.41,light rain
389,Kremenchuk,UA,49.0973,33.4197,50.56,75,55,6.29,broken clouds
390,Honiara,SB,-9.4333,159.95,83.73,77,100,6.51,overcast clouds
391,Skibbereen,IE,51.55,-9.2667,51.6,75,100,8.86,overcast clouds
392,Priiskovyy,RU,51.9333,116.6333,41.18,64,14,17.2,few clouds
393,Riyadh,SA,24.6877,46.7219,77.14,30,93,8.12,overcast clouds
394,Bosaso,SO,11.2842,49.1816,86.49,53,16,0.85,few clouds
395,Santa Rosa,PH,14.3122,121.1114,84.85,76,82,5.1,broken clouds
396,Mersing,MY,2.4312,103.8405,78.71,94,40,5.75,scattered clouds
397,Lyubuchany,RU,55.2511,37.5456,50.09,93,100,9.73,overcast clouds
398,Dwarka,IN,22.2394,68.9678,81.09,85,99,7.09,overcast clouds
399,Flinders,AU,-34.5833,150.8552,64.2,65,82,5.01,broken clouds
400,Marieville,CA,45.4334,-73.1658,59.92,75,93,7.43,overcast clouds
401,Luebo,CD,-5.35,21.4167,70.9,89,98,1.41,overcast clouds
402,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,50,20,4.47,few clouds
403,Nome,US,64.5011,-165.4064,37.47,70,75,10.36,broken clouds
404,Aksarka,RU,66.5606,67.7975,29.28,87,15,7.61,few clouds
405,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.0,81,100,19.98,overcast clouds
406,Safford,US,32.834,-109.7076,72.52,56,1,8.05,clear sky
407,Valera,VE,9.3178,-70.6036,73.04,85,52,6.51,broken clouds
408,Barra Patuca,HN,15.8,-84.2833,80.01,84,99,5.1,overcast clouds
409,Qinzhou,CN,21.95,108.6167,81.61,80,0,2.42,clear sky
410,Ponta Do Sol,PT,32.6667,-17.1,70.72,68,27,3.36,scattered clouds
411,Grindavik,IS,63.8424,-22.4338,39.67,81,90,32.21,overcast clouds
412,Atasu,KZ,48.6814,71.6433,50.88,39,100,22.91,overcast clouds
413,Liusha,CN,27.2098,108.59,76.14,71,6,1.83,clear sky
414,Trofors,NO,65.5333,13.4063,58.35,82,100,4.97,overcast clouds
415,Vanimo,PG,-2.6741,141.3028,85.64,64,100,4.43,light rain
416,Port Moresby,PG,-9.4431,147.1797,83.73,73,81,8.79,broken clouds
417,Okhotsk,RU,59.3833,143.3,48.92,49,51,4.59,broken clouds
418,Poum,NC,-20.2333,164.0167,72.82,60,8,4.65,clear sky
419,The Valley,AI,18.217,-63.0578,84.81,76,4,11.59,clear sky
420,Katobu,ID,-4.9408,122.5276,83.41,63,84,5.99,broken clouds
421,Shakawe,BW,-18.3667,21.85,64.2,18,0,4.97,clear sky
422,Puerto Carreno,CO,6.189,-67.4859,78.89,82,98,5.37,overcast clouds
423,Russell,US,32.3502,-85.1999,71.2,89,1,0.0,clear sky
424,Yaring,TH,6.8662,101.3689,80.64,83,97,4.5,overcast clouds
425,Hambantota,LK,6.1241,81.1185,78.19,82,100,28.12,overcast clouds
426,Tuktoyaktuk,CA,69.4541,-133.0374,33.8,86,75,16.11,light rain
427,Ferrol,ES,43.4832,-8.2369,66.36,83,100,23.91,light rain
428,Severodvinsk,RU,64.5635,39.8302,42.91,91,91,1.77,overcast clouds
429,Rantauprapat,ID,2.1,99.8333,74.1,98,100,1.68,overcast clouds
430,Dikson,RU,73.5069,80.5464,35.6,86,100,23.26,overcast clouds
431,Alihe,CN,50.5667,123.7167,53.02,71,0,10.58,clear sky
432,Sherlovaya Gora,RU,50.5667,116.25,40.1,57,0,13.78,clear sky
433,Requena,ES,39.4883,-1.1004,62.13,56,51,4.61,broken clouds
434,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.22,58,98,1.12,overcast clouds
435,Dunedin,NZ,-45.8742,170.5036,49.01,53,43,10.42,scattered clouds
436,Port Hedland,AU,-20.3167,118.5667,84.25,24,81,11.5,broken clouds
437,Nacala,MZ,-14.5428,40.6728,69.69,89,0,4.81,clear sky
438,Kaitangata,NZ,-46.2817,169.8464,52.93,33,4,5.1,clear sky
439,Maumere,ID,-8.6199,122.2111,82.69,66,94,3.27,overcast clouds
440,Ahipara,NZ,-35.1667,173.1667,57.04,62,100,11.05,light rain
441,Lorengau,PG,-2.0226,147.2712,83.19,76,99,8.99,overcast clouds
442,Avera,US,33.194,-82.5271,68.72,55,0,1.97,clear sky
443,Lishu,CN,43.3047,124.3278,63.25,94,100,12.21,overcast clouds
444,Uva,RU,56.9908,52.1852,41.47,94,100,11.16,light rain
445,Bela,IN,25.9333,81.9833,80.04,83,14,7.61,few clouds
446,Almeirim,BR,-1.5233,-52.5817,80.85,68,38,6.96,scattered clouds
447,Sao Francisco,BR,-15.9486,-44.8644,77.2,26,5,5.12,clear sky
448,Tynda,RU,55.1667,124.7167,53.51,87,100,7.27,light rain
449,Aranos,NA,-24.1333,19.1167,66.49,20,30,3.15,scattered clouds
450,Mahon,ES,39.8885,4.2658,70.36,94,42,6.91,scattered clouds
451,Gotsu,JP,35.0,132.2167,73.54,67,7,7.45,clear sky
452,Cuajinicuilapa,MX,16.4667,-98.4167,78.71,83,99,3.65,overcast clouds
453,Mount Isa,AU,-20.7333,139.5,91.17,11,5,9.22,clear sky
454,Black River,JM,18.0264,-77.8487,82.4,77,32,0.94,scattered clouds
455,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,52,0,1.14,clear sky
456,Escuintla,GT,14.305,-90.785,79.48,93,95,2.91,overcast clouds
457,Mao,ES,39.8885,4.2658,70.36,94,42,6.91,scattered clouds
458,Tonj,SS,7.2737,28.6822,69.13,94,25,1.68,scattered clouds
459,Ialibu,PG,-6.2821,143.9935,68.63,68,100,3.04,overcast clouds
460,Gravelbourg,CA,49.8834,-106.5512,71.87,33,15,8.63,few clouds
461,Tallahassee,US,30.4383,-84.2807,77.65,85,20,0.0,few clouds
462,Clyde River,CA,70.4692,-68.5914,25.97,87,26,7.87,scattered clouds
463,Sao Filipe,CV,14.8961,-24.4956,78.58,80,87,5.23,overcast clouds
464,Aasiaat,GL,68.7098,-52.8699,11.03,74,2,5.14,clear sky
465,Vila,PT,42.0304,-8.1588,57.33,93,100,6.91,overcast clouds
466,Sorland,NO,67.667,12.6934,53.46,86,99,14.52,overcast clouds
467,Bud,US,39.447,-86.1758,68.34,68,95,8.84,overcast clouds
468,Kupino,RU,54.3663,77.2981,33.24,92,18,8.25,few clouds
469,Kununurra,AU,-15.7667,128.7333,93.18,36,43,9.22,scattered clouds
470,Kabanjahe,ID,3.1001,98.4908,63.36,97,100,0.65,overcast clouds
471,Marquette,US,46.5333,-87.6335,55.76,86,50,3.49,scattered clouds
472,Scarborough,GB,54.2797,-0.4044,63.09,83,100,3.0,overcast clouds
473,Bathsheba,BB,13.2167,-59.5167,83.01,78,20,10.36,few clouds
474,Korbach,DE,51.2756,8.873,60.76,96,100,4.65,overcast clouds
475,Frontera,MX,26.9333,-101.45,79.95,61,100,7.58,overcast clouds
476,Ocampo,MX,21.65,-101.5,67.95,55,100,6.67,overcast clouds
477,Garowe,SO,8.4054,48.4845,78.08,57,9,16.75,clear sky
478,Harrisonburg,US,38.4496,-78.8689,58.23,83,1,0.0,clear sky
479,Hwange,ZW,-18.3693,26.5019,68.25,29,0,3.56,clear sky
480,Kovdor,RU,67.5662,30.4758,40.35,89,100,7.09,overcast clouds
481,Itaituba,BR,-4.2761,-55.9836,79.41,69,90,1.92,overcast clouds
482,Mancio Lima,BR,-7.6142,-72.8958,76.44,76,14,2.37,few clouds
483,San Cristobal,VE,7.7669,-72.225,77.18,89,42,2.93,scattered clouds
484,Khatanga,RU,71.9667,102.5,28.85,91,91,9.35,overcast clouds
485,Belfast,GB,54.5833,-5.9333,52.38,93,20,2.3,moderate rain
486,Jalu,LY,29.0331,21.5482,69.85,68,0,9.01,clear sky
487,High Level,CA,58.5169,-117.136,44.71,100,90,8.05,light rain
488,Shache,CN,38.4167,77.2406,63.05,25,0,5.95,clear sky
489,Phalombe,MW,-15.8064,35.6507,69.76,63,26,4.92,scattered clouds
490,Powell River,CA,49.8496,-124.5361,57.09,94,90,16.11,mist
491,Port Blair,IN,11.6667,92.75,80.53,84,100,12.44,overcast clouds
492,Hami,CN,42.8,93.45,64.63,22,0,2.75,clear sky
493,Cache Creek,CA,50.8101,-121.3246,66.92,56,100,9.82,overcast clouds
494,Teguldet,RU,57.3064,88.1667,30.58,93,10,5.01,clear sky
495,College,US,64.8569,-147.8028,35.55,74,75,3.44,broken clouds
496,Tommot,RU,58.9564,126.2925,41.72,88,100,8.72,moderate rain
497,Villa Carlos Paz,AR,-31.4241,-64.4978,62.24,42,0,1.99,clear sky
498,Antalaha,MG,-14.9003,50.2788,69.96,90,89,9.1,light rain
499,Ayan,RU,56.45,138.1667,48.76,52,10,3.51,clear sky
500,Valle De Allende,MX,26.9333,-105.4,64.99,78,100,14.85,overcast clouds
501,Aljezur,PT,37.3191,-8.8033,63.41,92,100,6.91,overcast clouds
502,Thunder Bay,CA,48.4001,-89.3168,53.29,80,1,3.44,clear sky
503,Kindu,CD,-2.95,25.95,67.69,95,100,1.86,overcast clouds
504,Smithers,CA,54.7804,-127.1743,57.52,67,75,3.44,broken clouds
505,Vrede,ZA,-27.4257,29.1659,57.29,50,5,5.08,clear sky
506,Nouakchott,MR,18.0858,-15.9785,78.73,81,98,9.89,overcast clouds
507,Kapuskasing,CA,49.4169,-82.4331,46.49,100,20,2.3,mist
508,Bani Walid,LY,31.7566,13.9942,65.3,83,7,3.06,clear sky
509,Qarchi Gak,AF,37.04,66.7889,71.69,42,0,28.57,clear sky
510,Guarapari,BR,-20.6667,-40.4975,73.29,88,94,10.47,overcast clouds
511,Adilcevaz,TR,38.8039,42.7342,40.71,36,0,3.13,clear sky
512,Umm Lajj,SA,25.0213,37.2685,83.39,47,5,12.1,clear sky
513,Port Augusta,AU,-32.5,137.7667,75.7,17,60,10.33,broken clouds
514,Prince George,CA,53.9166,-122.753,64.26,63,75,4.61,broken clouds
515,Druzhba,UA,52.0428,33.9453,43.43,94,70,11.54,broken clouds
516,Salalah,OM,17.0151,54.0924,80.69,89,40,3.44,scattered clouds
517,Baturaja,ID,-4.1333,104.1667,78.21,88,92,1.72,overcast clouds
518,Kashary,RU,49.04,41.0056,48.99,81,72,15.52,broken clouds
519,Taft,IR,31.7471,54.2088,66.15,35,0,6.91,clear sky
520,Hobyo,SO,5.3505,48.5268,77.29,83,90,22.75,overcast clouds
521,Ranong,TH,9.9658,98.6348,76.93,82,94,2.57,overcast clouds
522,Woodward,US,36.4337,-99.3904,79.72,22,1,11.5,clear sky
523,Konin,PL,52.2234,18.2512,53.06,87,11,8.34,few clouds
524,Ilheus,BR,-14.7889,-39.0494,73.22,94,75,3.44,broken clouds
525,General Pico,AR,-35.6566,-63.7568,53.13,43,5,11.54,clear sky
526,Okha,RU,53.5739,142.9478,55.38,50,99,7.02,overcast clouds
527,Surin,TH,14.8818,103.4936,79.18,89,100,3.65,overcast clouds
528,Gushikawa,JP,26.3544,127.8686,87.8,78,20,11.5,few clouds
529,Kushiro,JP,42.975,144.3747,63.55,88,40,10.36,scattered clouds
530,Soe,ID,-9.8607,124.284,81.72,38,93,4.76,overcast clouds
531,Syracuse,IT,37.0881,15.2792,76.59,74,100,5.26,overcast clouds
532,Hasaki,JP,35.7333,140.8333,75.29,62,54,17.65,broken clouds
533,Izumo,JP,35.3667,132.7667,76.95,78,40,8.05,scattered clouds
534,Westport,US,41.1415,-73.3579,68.76,75,1,1.01,clear sky
535,Mwinilunga,ZM,-11.7358,24.4293,66.83,36,75,1.3,broken clouds
536,Nuuk,GL,64.1835,-51.7216,30.81,74,20,4.61,few clouds
537,Devils Lake,US,48.1128,-98.8651,65.95,54,1,4.0,clear sky
538,Nakanojo,JP,36.5833,138.85,73.94,69,86,4.14,overcast clouds
539,Osakarovka,KZ,50.565,72.5692,36.95,60,100,24.56,overcast clouds
540,Bilma,NE,18.6853,12.9164,82.54,17,0,9.01,clear sky
541,Silvassa,IN,20.2667,73.0167,75.79,94,100,3.33,overcast clouds
542,Noumea,NC,-22.2763,166.4572,76.98,64,11,12.24,few clouds
543,Alenquer,BR,-1.9417,-54.7383,79.14,63,35,2.53,scattered clouds
544,Kenai,US,60.5544,-151.2583,48.02,63,1,6.91,clear sky
545,Astoria,US,46.1879,-123.8313,67.01,94,90,1.01,moderate rain
546,Birjand,IR,32.8663,59.2211,61.27,36,0,4.61,clear sky
547,Karratha,AU,-20.7377,116.8463,75.45,34,0,11.34,clear sky
548,Limbang,MY,4.75,115.0,84.51,83,13,2.13,few clouds
549,Utete,TZ,-7.986,38.758,67.69,95,57,0.85,broken clouds
550,Buraydah,SA,26.326,43.975,73.85,33,93,6.38,overcast clouds
551,Ringas,IN,27.35,75.5667,77.79,86,5,7.0,clear sky
552,Zhengjiatun,CN,43.5064,123.5064,68.11,79,98,12.19,overcast clouds
553,Marsh Harbour,BS,26.5412,-77.0636,80.08,61,0,12.17,clear sky
554,Kentau,KZ,43.5206,68.5094,57.85,58,6,16.67,clear sky
555,Nanakuli,US,21.3906,-158.1547,89.55,56,20,12.66,few clouds
556,Cacador,BR,-26.7753,-51.015,58.21,86,0,2.37,clear sky
557,Fez,MA,34.0372,-4.9998,64.65,100,0,5.75,clear sky
558,Mogadishu,SO,2.0371,45.3438,77.79,80,28,16.78,scattered clouds
559,Eyl,SO,7.9803,49.8164,80.55,67,89,16.96,overcast clouds
560,San Ignacio,BZ,17.1561,-89.0714,75.34,94,0,0.0,clear sky
561,Longkou,CN,37.6508,120.3286,67.73,93,100,18.45,overcast clouds
562,Taoudenni,ML,22.6783,-3.9836,92.12,11,9,8.93,clear sky
563,Areosa,PT,41.7178,-8.8571,65.46,95,100,12.41,overcast clouds
564,Sehithwa,BW,-20.4667,22.7167,67.51,21,0,4.61,clear sky
565,Bechem,GH,7.0903,-2.025,69.58,99,100,1.92,light rain
566,Sretensk,RU,52.2453,117.7093,42.57,71,37,13.89,scattered clouds
567,Banos,EC,-1.4,-78.4167,56.41,94,100,1.99,light rain
568,Ulaanbaatar,MN,47.9077,106.8832,35.73,69,0,0.0,clear sky
569,Kahului,US,20.8947,-156.47,85.26,84,40,24.16,scattered clouds
570,Mackay,AU,-21.15,149.2,80.69,61,40,19.57,scattered clouds
571,Tymovskoye,RU,50.8456,142.655,59.4,62,100,2.13,overcast clouds
572,Gainesville,US,29.6516,-82.3248,75.7,70,1,5.75,clear sky
573,Ondjiva,AO,-17.0667,15.7333,65.93,17,0,2.48,clear sky
574,Yar-Sale,RU,66.8333,70.8333,31.93,86,3,7.0,clear sky
575,Mount Gambier,AU,-37.8333,140.7667,64.31,45,91,10.36,overcast clouds
576,Iquique,CL,-20.2208,-70.1431,60.84,75,39,1.66,scattered clouds
577,Guanica,PR,17.9716,-66.908,84.15,93,58,5.3,broken clouds
578,Thinadhoo,MV,0.5333,72.9333,81.93,76,100,16.71,light rain
579,Brest,BY,52.1,23.7,47.8,78,100,6.8,overcast clouds
580,Xiashi,CN,30.5363,120.6864,82.42,70,0,4.29,clear sky
581,Redcliffe,AU,-27.2307,153.0973,70.0,61,75,10.36,broken clouds
582,Mirzapur,IN,25.15,82.5833,80.56,85,5,6.13,clear sky
583,Deception Bay,AU,-27.2,153.0333,70.0,62,94,10.96,overcast clouds
584,Panacan,PH,9.2463,118.4082,83.8,74,16,2.55,few clouds
585,Lasa,IT,46.6166,10.7002,59.88,95,78,4.29,broken clouds
586,Awjilah,LY,29.1081,21.2869,69.53,69,0,8.21,clear sky
587,Najran,SA,17.4924,44.1277,75.85,22,0,4.32,clear sky
588,Vostok,RU,46.4856,135.8833,63.19,60,98,2.24,overcast clouds
589,Preobrazheniye,RU,42.9019,133.9064,63.77,86,100,3.42,overcast clouds
590,Derzhavinsk,KZ,51.1,66.3167,47.91,41,100,26.19,light rain
591,Marzuq,YE,14.4,46.4667,74.8,15,7,3.6,clear sky
592,Aitape,PG,-3.1374,142.3475,85.39,67,100,4.05,moderate rain
593,Svetlaya,RU,46.5389,138.3297,62.11,61,14,5.39,few clouds
594,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.74,94,7,5.19,clear sky
595,Blytheville,US,35.9273,-89.919,73.36,45,0,7.31,clear sky
596,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,74.5,35,0,9.35,clear sky
597,Bereznik,RU,62.8551,42.7072,45.16,95,100,3.91,overcast clouds
598,Nishihara,JP,26.1842,127.7558,87.85,74,40,9.22,scattered clouds
599,Male,MV,4.1748,73.5089,79.59,74,100,17.47,overcast clouds
600,Mbaiki,CF,3.8678,17.9892,67.8,98,99,1.72,overcast clouds
601,Kirensk,RU,57.7853,108.1119,35.8,91,94,7.49,overcast clouds
602,Caucaia,BR,-3.7361,-38.6531,84.07,77,40,14.97,scattered clouds
603,Malmyzh,RU,56.5205,50.6818,46.0,84,100,12.37,light rain
604,Balatonfured,HU,46.9619,17.8719,64.35,74,30,10.0,scattered clouds
605,Alvaraes,BR,-3.2208,-64.8042,72.73,99,69,3.47,broken clouds
606,Libertador General San Martin,AR,-23.8064,-64.7876,75.97,42,0,4.79,clear sky
607,Christchurch,NZ,-43.5333,172.6333,54.32,59,40,3.0,scattered clouds
608,Ust-Tsilma,RU,65.441,52.1498,38.37,96,100,6.6,overcast clouds
609,Nuoro,IT,40.3211,9.3297,67.19,87,100,4.12,overcast clouds
610,Lagunas,PE,-5.2269,-75.6753,78.91,69,67,2.75,broken clouds
611,Seguela,CI,7.9611,-6.6731,69.89,96,100,7.85,overcast clouds
612,Victor Harbor,AU,-35.5667,138.6167,73.8,62,89,10.42,overcast clouds
613,Puerto Escondido,MX,15.85,-97.0667,81.84,78,100,0.72,overcast clouds
614,La Labor,HN,14.4833,-89.0,67.42,97,100,3.6,overcast clouds
615,Wum,CM,6.3833,10.0667,64.51,98,100,1.66,light rain
616,Pingyin,CN,36.2831,116.4453,66.54,95,100,10.16,light rain
617,Lagoa,PT,39.05,-27.9833,66.7,67,46,20.69,scattered clouds
618,Huhi,MX,20.7167,-89.1667,75.16,77,78,6.11,broken clouds
619,Cururupu,BR,-1.8283,-44.8683,76.41,87,11,4.7,few clouds
620,Nelson Bay,AU,-32.7167,152.15,67.08,51,24,1.99,few clouds
621,Waingapu,ID,-9.6567,120.2641,83.71,59,100,6.98,overcast clouds
622,Ternate,ID,0.8,127.4,83.86,70,45,3.62,scattered clouds
623,Houma,US,29.5958,-90.7195,75.97,75,39,4.81,scattered clouds
624,Roscommon,IE,53.6333,-8.1833,48.2,91,100,5.21,moderate rain
625,Narsaq,GL,60.9167,-46.05,32.22,51,0,6.13,clear sky
626,Kutum,SD,14.2,24.6667,71.17,67,10,6.42,clear sky
627,Udachnyy,RU,66.4167,112.4,31.48,84,100,15.5,overcast clouds
628,Kumla,SE,59.1277,15.1434,49.68,95,34,4.61,mist
629,Tres Arroyos,AR,-38.3739,-60.2798,43.92,78,81,5.53,broken clouds
630,Nchelenge,ZM,-9.3451,28.734,76.98,44,100,2.95,overcast clouds
631,Necochea,AR,-38.5473,-58.7368,47.03,66,92,8.37,overcast clouds
632,Santa Maria Do Suacui,BR,-18.1903,-42.4142,69.69,49,7,5.14,clear sky
633,Fuglebjerg,DK,55.306,11.5477,61.56,81,100,13.87,overcast clouds
634,Komsomolskiy,UZ,40.4272,71.7189,72.32,18,0,6.91,clear sky
635,Mizdah,LY,31.4451,12.9801,66.0,64,96,4.99,overcast clouds
636,Waitara,NZ,-38.925,174.25,58.71,57,100,8.61,overcast clouds
637,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,84.49,48,88,2.44,overcast clouds
638,Atar,MR,20.5169,-13.0499,93.81,15,6,4.29,clear sky
639,Oxelosund,SE,58.6706,17.1015,52.18,87,0,5.75,clear sky
640,Bjornevatn,NO,69.6672,29.9847,44.94,87,90,8.05,overcast clouds
641,Zhuhai,CN,22.2769,113.5678,87.98,74,20,4.61,few clouds
642,Ambilobe,MG,-13.2,49.05,67.44,72,11,3.53,few clouds
643,Srandakan,ID,-7.9386,110.2506,80.65,73,74,13.51,broken clouds
644,Otjiwarongo,NA,-20.4637,16.6477,66.33,18,50,7.11,scattered clouds
645,Deputatskiy,RU,69.3,139.9,28.63,77,100,11.41,light snow
646,Hay River,CA,60.8156,-115.7999,46.38,76,75,6.91,broken clouds
647,Grootfontein,NA,-19.5667,18.1167,65.77,26,1,5.75,clear sky
648,Ringebu,NO,61.5167,10.1667,47.3,97,90,6.89,overcast clouds
649,Colac,AU,-38.3333,143.5833,65.01,53,94,10.25,overcast clouds
650,Arlit,NE,18.7369,7.3853,85.75,15,0,9.62,clear sky
651,Biltine,TD,14.5333,20.9167,82.78,41,66,5.99,broken clouds
652,Sao Mateus,BR,-18.7161,-39.8589,72.41,76,21,8.3,few clouds
653,Isla Mujeres,MX,21.2311,-86.731,82.45,78,12,8.21,few clouds
654,Nouadhibou,MR,20.931,-17.0347,73.38,78,11,17.27,few clouds
655,Lastoursville,GA,-0.8143,12.7287,73.53,93,100,3.09,overcast clouds
656,Mariana,BR,-20.3778,-43.4161,63.82,94,98,3.58,overcast clouds
657,Doctor Arroyo,MX,23.6667,-100.1833,70.09,58,49,8.03,scattered clouds
658,Yanliang,CN,34.6592,109.2292,65.39,97,100,1.5,light rain
659,Bhag,PK,29.0415,67.8239,90.36,37,0,6.02,clear sky
660,Nokaneng,BW,-19.6667,22.2667,65.75,22,0,6.2,clear sky
661,Laramie,US,41.3114,-105.5911,71.53,23,1,8.05,clear sky
662,Naze,JP,28.3667,129.4833,83.32,76,17,16.04,few clouds
663,Wanaka,NZ,-44.7,169.15,51.12,40,20,3.0,few clouds
664,Kiunga,PG,-6.1219,141.2906,81.27,81,93,1.32,overcast clouds
665,Wanning,CN,18.8003,110.3967,82.62,79,1,3.27,moderate rain
666,Roros,NO,62.5747,11.3842,48.04,71,90,18.41,overcast clouds
667,Beyneu,KZ,45.3167,55.2,58.69,63,100,18.99,overcast clouds
668,Moranbah,AU,-22.0016,148.0466,81.99,35,0,16.96,clear sky
669,Whitehorse,CA,60.7161,-135.0538,38.17,88,90,5.01,light rain
670,Bichura,RU,50.5881,107.6022,41.77,66,94,1.7,overcast clouds
671,Shushenskoye,RU,53.325,91.9356,33.48,82,100,11.14,overcast clouds
672,Svetlyy,RU,54.675,20.1347,41.05,76,77,9.69,broken clouds
673,Hutchinson,US,38.0608,-97.9298,84.15,26,1,1.99,clear sky
674,Nevsehir,TR,38.9167,34.6667,42.01,87,0,4.61,clear sky
675,Kelo,TD,9.3086,15.8066,73.74,86,79,2.24,broken clouds
676,Camocim,BR,-2.9022,-40.8411,78.75,80,58,16.91,broken clouds
677,Herat,AF,34.5,62.0,56.93,75,0,22.53,clear sky
678,Nioki,CD,-2.7167,17.6833,73.08,93,100,1.74,overcast clouds
679,Kidal,ML,18.4411,1.4078,85.95,13,0,11.1,clear sky
680,Beni Mazar,EG,28.4962,30.8029,72.39,67,0,9.62,clear sky
681,Loreto,MX,22.2667,-101.9667,70.86,42,98,5.12,overcast clouds
682,Belyy Yar,RU,53.6039,91.3903,33.69,75,40,6.71,scattered clouds
683,Ziro,IN,27.6333,93.8333,59.34,89,26,2.42,scattered clouds
684,Hinton,CA,53.4001,-117.5857,60.1,56,6,2.15,clear sky
685,Oranjemund,NA,-28.55,16.4333,56.84,96,89,8.14,overcast clouds
686,Manicore,BR,-5.8092,-61.3003,74.98,89,1,0.18,clear sky
687,Chumikan,RU,54.7183,135.315,51.71,70,100,15.93,overcast clouds
688,Liuhe,CN,42.2401,125.7172,61.56,95,100,4.16,light rain
689,Mackenzie,CA,55.2999,-123.1698,59.22,77,40,4.61,scattered clouds
690,Suntar,RU,62.1444,117.6319,37.89,75,100,15.01,overcast clouds
691,Rayong,TH,12.8333,101.4333,82.96,99,72,2.44,broken clouds
692,Tarabuco,BO,-19.1667,-64.9167,53.67,52,65,1.41,broken clouds
693,Kondinskoye,RU,59.6481,67.41,29.66,91,12,8.16,few clouds
694,Bundaberg,AU,-24.85,152.35,73.69,56,75,24.16,broken clouds
695,Nalut,LY,30.3333,10.85,75.69,26,56,10.22,broken clouds
696,Choix,MX,26.7092,-108.3219,84.7,56,0,1.79,clear sky
697,Verkhoyansk,RU,67.5447,133.385,37.69,74,91,3.85,overcast clouds
698,Tazovskiy,RU,67.4667,78.7,32.7,78,11,3.24,few clouds
699,Tezu,IN,27.9167,96.1667,80.29,72,87,2.53,overcast clouds
700,Neropolis,BR,-16.4064,-49.2186,72.48,54,98,2.1,overcast clouds
